Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3809781,,0,441.53,0,1.86,14b,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccc2c(c1)OCO2,IC50,'=',2768,nM,5.56,,,UO_0000065,12.59,0.24,3.7,5.23,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL597,PHENTOLAMINE,4,281.36,0,2.84,Phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Ki,'=',4.8,nM,8.32,,,UO_0000065,29.57,0.54,5.48,17.38,FALSE,CHEMBL3583291,Displacement of [3H]-Prazosin from human alpha-1B adrenergic receptor transfected in CHO cell membranes after 2 hrs by microplate scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3580589,1,Scientific Literature,ACS Med. Chem. Lett.,2015,CHEMBL3308072,
CHEMBL62109,,0,455.94,0,3.02,38,COc1cc2[nH]c(=O)n(CCN3C[C@@H]4CCc5c(OC)cccc5[C@@H]4C3)c(=O)c2cc1Cl,Ki,'=',9.27,nM,8.03,,,UO_0000065,17.62,0.34,5.01,10.49,FALSE,CHEMBL649215,Binding affinity to hamster alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134501,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL81486,,0,453.97,0,3.34,1h,COc1ccc(Cl)cc1N1CCN(CCNc2cc(-c3ccccc3)nn(C)c2=O)CC1,pK1b,'=',8.75,,,,,,,,,,FALSE,CHEMBL816953,Experimental binding affinity for alpha-1B-adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134534,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL2432046,,0,311.43,0,2.94,9c,COc1ccc(CN[C@H]2C3C4CC5C6C4CC3C6C52)cc1OC,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2432336,Inhibition of adrenergic alpha1B receptor (unknown origin) at 10 uM by PDSP assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL13647,BMY-7378,0,385.51,0,2.53,5,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,Ki,'=',191,nM,6.72,,,UO_0000065,17.43,0.33,4.19,12.66,FALSE,CHEMBL839941,Binding affinity for human Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143615,1,Scientific Literature,J. Med. Chem.,2005,None,
CHEMBL42335,,0,535.57,1,3.92,20,CC1=C(C(=O)NCCCN2CCC(C#N)(c3ccc(F)cc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1,Ki,'>',2000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL646247,In vitro antagonism at Alpha-1B adrenergic receptor,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133242,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2000,None,
CHEMBL60699,,0,490.65,0,3.25,114,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCN(Cc4ccccc4)CC3)CC2=O)CC1,Ki,'=',262.76,nM,6.58,,,UO_0000065,13.41,0.25,3.33,11.68,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL1643901,,0,283.39,0,3.4,12,CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,Inhibition,'<',50,%,,,,UO_0000187,,,,,TRUE,CHEMBL1646410,Inhibition of Alpha-1B adrenergic receptor at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641373,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL431357,,0,440.42,0,4.46,93,CN(CCCN(C)c1cc(Cl)ccc1Cl)CCN1C(=O)CC2(CCCC2)CC1=O,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL649208,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL358795,,0,572.59,1,3.05,49,CC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C1c1cc(F)c(F)c(F)c1,Ki,'=',220,nM,6.66,,,UO_0000065,11.63,0.22,3.61,5.2,FALSE,CHEMBL651991,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132478,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL78785,,0,433.56,0,3.08,1j,COc1ccccc1N1CCN(CCCNc2cc(-c3ccccc3)nn(C)c2=O)CC1,pK1b,'=',826,,,,,,,,,,FALSE,CHEMBL816953,Experimental binding affinity for alpha-1B-adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134534,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL299914,,0,519.69,2,5.6,7,Cc1ccc(C2(c3ccc(C)cc3)CC(=O)N(CCCN3CCC(C#N)(c4ccccc4C)CC3)C2=O)cc1,Ki,'=',1900,nM,5.72,,,UO_0000065,11.01,0.2,0.12,8.88,FALSE,CHEMBL651992,In vitro binding affinity towards cloned human Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134805,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL228554,,0,562.6,2,5.7,16-trans,O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1ccc(OC(F)F)cc1,Ki,'=',302,nM,6.52,,,UO_0000065,11.59,0.23,0.82,9.61,FALSE,CHEMBL889236,Binding affinity to human cloned adrenergic alpha-1b receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145372,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL240185,,0,485.56,0,3.57,19d,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,Ki,'<',2511.89,nM,,,,UO_0000065,,,,,FALSE,CHEMBL903095,Antagonist activity at human recombinant adrenergic alpha 1B receptor expressed in Rat1 cells assessed as inhibition of phenylephrine-induced cellular calcium mobilization,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Rat1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138361,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307665,
CHEMBL429453,,0,545.75,1,4.64,cis-12,CCN([C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1,Ki,'=',326,nM,6.49,,,UO_0000065,11.89,0.23,1.85,9.07,FALSE,CHEMBL900498,Binding affinity to human cloned adrenergic alpha-1b receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137555,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL2030623,,0,205.28,0,2.95,13,Fc1cccc(CN2C3CCC2CC3)c1,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2033357,Inhibition of alpha1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029272,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL234232,,0,555.66,1,4.91,20trans,COc1ccc(C(F)(F)F)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,Ki,'=',258,nM,6.59,,,UO_0000065,11.86,0.24,1.68,9.27,FALSE,CHEMBL894517,Binding affinity to human cloned adrenergic alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148021,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL400224,,0,562.67,1,3.42,37j,O=C(c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1)N1CCC1.O=CO,Log Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL903095,Antagonist activity at human recombinant adrenergic alpha 1B receptor expressed in Rat1 cells assessed as inhibition of phenylephrine-induced cellular calcium mobilization,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Rat1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138361,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307665,
CHEMBL1215,PHENYLEPHRINE,4,167.21,0,0.65,Phenylephrine,CNC[C@H](O)c1cccc(O)c1,EC50,'=',5.9,nM,8.23,,,UO_0000065,49.21,0.94,7.58,15.68,FALSE,CHEMBL3404320,Agonist activity at alpha-1B adrenergic receptor (unknown origin) after 5 hrs by CCF4-AM staining-based cellular assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3400024,1,Scientific Literature,Bioorg. Med. Chem.,2015,None,
CHEMBL2153552,,0,397.86,0,2.22,(R)-1,COc1cccc(OC)c1OCCNC[C@@H]1COc2cccc(O)c2O1.Cl,Ki,'=',398.11,nM,6.4,,,UO_0000065,17.71,0.34,4.18,8.16,FALSE,CHEMBL2155338,Displacement of [3H]prazosin from human cloned alpha1B adrenoceptor expressed in CHO cell membranes after 30 mins by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2150980,1,Scientific Literature,Eur. J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL436955,,0,431.92,0,3.67,(R)-1,COc1cccc(OC)c1OCCNC[C@@H]1COc2cc3ccccc3cc2O1.Cl,Ki,'=',426.58,nM,6.37,,,UO_0000065,16.11,0.3,2.7,10.95,FALSE,CHEMBL910640,Displacement of [3H]prazosin from cloned human adrenergic alpha 1B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137361,1,Scientific Literature,J. Med. Chem.,2006,CHEMBL3308072,
CHEMBL91179,,0,523.51,1,3.92,55,O=C1NC(C(F)(F)F)=C(C(=O)NCCCN2CCC(c3ccccn3)CC2)[C@@H](c2ccc(F)c(F)c2)N1,Ki,'>',2000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL90210,,0,455.51,0,2.98,53,O=C1NC=C(C(=O)NCCCN2CCC(c3ccccn3)CC2)[C@@H](c2ccc(F)c(F)c2)N1,Ki,'=',1850,nM,5.73,,,UO_0000065,12.59,0.24,2.75,6.64,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL4165863,,0,419.57,0,4.45,27b,O=C(OCc1ccccc1)N1CCc2ccc(N3CCN(C4CCCC4)CC3)cc2C1,Ki,'=',7330,nM,5.13,,,UO_0000065,12.24,0.23,0.68,14.26,FALSE,CHEMBL4153393,Displacement of [3H]-Prazosin from human adrenergic alpha1B receptor expressed in HEKT cells after 90 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4152214,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL55629,,0,452.48,0,2.39,26,Cc1c[nH]c(=O)n(CC2(CN3CCN(c4ccccc4OCC(F)(F)F)CC3)CC2)c1=O,Ki,'=',63.1,nM,7.2,,,UO_0000065,15.91,0.31,4.81,10.2,FALSE,CHEMBL645574,Inhibition of [3H]prazosin binding to CHO-K1 whole cells expressing human cloned Alpha-1B adrenergic receptor,B,BAO_0000219,cell-based format,None,None,None,CHO-K1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136516,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,CHEMBL3307512,
CHEMBL3342870,,0,532.62,1,2.32,26,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)O2)CC1,Ki,'=',109.65,nM,6.96,,,UO_0000065,13.07,0.26,4.64,6.07,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
CHEMBL3342863,,0,444.58,0,1.3,19,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)C4CCCN4)CC3)O2)CC1,Ki,'=',158.49,nM,6.8,,,UO_0000065,15.3,0.29,5.5,10.22,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
CHEMBL234474,,0,534.12,1,4.55,30cis,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OCC3CC3)CC2)CC1,Ki,'=',601,nM,6.22,,,UO_0000065,11.65,0.24,1.67,8.75,FALSE,CHEMBL894517,Binding affinity to human cloned adrenergic alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148021,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL233584,,0,529.7,1,3.9,29cis,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4OCC4CC4)CC3)CC2)cc1OC,Ki,'=',364,nM,6.44,,,UO_0000065,12.16,0.24,2.54,8.01,FALSE,CHEMBL894517,Binding affinity to human cloned adrenergic alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148021,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL3343977,,0,342.45,0,4.92,4,Cc1ccc2c(NCCNc3ccnc4cc(C)ccc34)ccnc2c1,Ki,'=',47.86,nM,7.32,,,UO_0000065,21.38,0.38,2.4,14.69,FALSE,CHEMBL3387784,Displacement of [3H]-prazosin from human alpha1B adrenergic receptor transfected in COS1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL3343979,,0,342.45,0,4.92,6,Cc1cccc2c(NCCNc3ccnc4c(C)cccc34)ccnc12,Ki,'=',39.81,nM,7.4,,,UO_0000065,21.61,0.39,2.48,14.85,FALSE,CHEMBL3387784,Displacement of [3H]-prazosin from human alpha1B adrenergic receptor transfected in COS1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL3343984,,0,444.58,1,6.27,12,COc1cccc2c(NCCCCCCCNc3ccnc4c(OC)cccc34)ccnc12,Ki,'=',154.88,nM,6.81,,,UO_0000065,15.32,0.28,0.54,9.97,FALSE,CHEMBL3387784,Displacement of [3H]-prazosin from human alpha1B adrenergic receptor transfected in COS1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL3343977,,0,342.45,0,4.92,4,Cc1ccc2c(NCCNc3ccnc4cc(C)ccc34)ccnc2c1,Ki,'=',48,nM,7.32,,,UO_0000065,21.37,0.38,2.4,14.68,FALSE,CHEMBL3387785,Binding affinity to human alpha1B adrenergic receptor transfected in COS1 cells assessed as compound required to occupy 50% of receptor,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL3343976,,0,342.45,0,4.92,3,Cc1ccc2nccc(NCCNc3ccnc4ccc(C)cc34)c2c1,Ki,'=',19,nM,7.72,,,UO_0000065,22.55,0.41,2.8,15.49,FALSE,CHEMBL3387785,Binding affinity to human alpha1B adrenergic receptor transfected in COS1 cells assessed as compound required to occupy 50% of receptor,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL142718,,0,569.61,1,2.2,52,CCC1=C(C(N)=O)C(c2ccc(F)cc2F)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C(=O)N1,Ki,'=',720,nM,6.14,,,UO_0000065,10.78,0.2,3.94,3.99,FALSE,CHEMBL651991,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132478,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL134342,THIOCTIC ACID,0,206.33,0,2.79,Lipoic acid (LA),O=C(O)CCCC[C@@H]1CCSS1,Log Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL840168,Equilibrium dissociation constant was evaluated by radio-receptor binding assays using [3H]prazosin to label cloned human alpha 1b expressed in CHO cells; Not tested,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139490,1,Scientific Literature,J. Med. Chem.,2005,CHEMBL3308072,
CHEMBL179743,,0,445.48,0,2.31,5,COc1cc2nc(N3CCN(C4=CC(=O)c5ccccc5C4=O)CC3)nc(N)c2cc1OC,Ki,'=',0.6761,nM,9.17,,,UO_0000065,20.58,0.38,6.86,8.27,FALSE,CHEMBL840166,Equilibrium dissociation constant was evaluated by radio-receptor binding assays using [3H]prazosin to label cloned human alpha 1b expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139490,1,Scientific Literature,J. Med. Chem.,2005,CHEMBL3308072,
CHEMBL214552,,0,427.93,0,4.17,(R)-6,COc1ccc(-c2ccccc2)cc1OCCNC[C@@H]1COc2ccccc2O1.Cl,Ki,'=',61.66,nM,7.21,,,UO_0000065,18.42,0.34,3.04,14.73,FALSE,CHEMBL910640,Displacement of [3H]prazosin from cloned human adrenergic alpha 1B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137361,1,Scientific Literature,J. Med. Chem.,2006,CHEMBL3308072,
CHEMBL4159468,,0,465.51,0,2.15,5,COc1cc2nc(N3CCC[C@@H](NC(=O)[C@H]4COc5ccccc5O4)C3)nc(N)c2cc1OC,Ki,'=',46.77,nM,7.33,,,UO_0000065,15.75,0.29,5.18,6.05,FALSE,CHEMBL4139219,Displacement of [3H]prazosin from human alpha1B adrenoceptor expressed in CHO cell membranes after 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4138091,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL1767147,,0,363.46,0,3.09,10l,COc1cccc(Cc2nn(C[C@H]3CCCN3C)c(=O)c3ccccc23)c1,Ki,'>',1995.26,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1769658,Binding affinity to human adrenergic Alpha-1B receptor expressed in rat intact fibroblasts,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1764974,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL93693,,0,514.59,1,4.8,38,CC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@H](c2ccc(F)c(F)c2)N(C)C(=O)N1C,Ki,'=',85,nM,7.07,,,UO_0000065,13.74,0.26,2.27,12.65,FALSE,CHEMBL648110,Ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL61861,,0,373.3,0,4.23,ORG-24598,CN(CC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1)CC(=O)[O-].[Li+],Ki,'<',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL859453,The compound was tested for the binding affinity towards Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133889,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL71473,,0,560.63,1,3.33,19,CC(C)Oc1ccccc1N1CCN(C[C@H](O)CNC(=O)c2ccc3c(c2)C(=O)N(c2cccc(F)c2)C3=O)CC1,Ki,'>',2000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL648995,Binding affinity towards cloned human alpha-1B adrenergic receptor was determined using [125]-HEAT as radioligand,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133729,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL294023,,0,457.92,0,4.19,77,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(C(F)(F)F)ccc2Cl)CC1,Ki,'=',790.88,nM,6.1,,,UO_0000065,13.33,0.27,1.91,13.91,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL347920,,0,257.3,0,1.46,14,Cc1noc(-c2ccccc2NCC2=NCCN2)n1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL875931,In vitro activation of human Alpha-1B receptor expressed in rat-1 fibroblasts via calcium mobilization through the Gq coupled PLC pathway as functional assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135065,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
