Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL3809676,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,936.6,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269778,DTCC00094414,807418,67126
CHEMBL3809781,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,2768,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269825,DTCC00094271,1131186,67126
CHEMBL3809794,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,169.6,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269746,DTCC00094416,1487259,67126
CHEMBL3809840,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,2197,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269748,DTCC00094418,1195032,67126
CHEMBL3810005,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,1206,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269811,DTCC00094286,2064314,67126
CHEMBL3810110,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,70.9,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269806,DTCC00094413,1260161,67126
CHEMBL3810145,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,287.1,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269747,DTCC00094417,1292527,67126
CHEMBL3810187,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,8488,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269808,DTCC00094288,1805112,67126
CHEMBL3810198,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,5320,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269822,DTCC00094276,1195025,67126
CHEMBL3810220,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,617.6,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269814,DTCC00094283,1195026,67126
CHEMBL3810346,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,1736,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269780,DTCC00094405,1487258,67126
CHEMBL3810401,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,835.9,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269779,DTCC00094415,1616518,67126
CHEMBL382972,P35368,,BGFYEOBLDYCILL-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,16302814,KI,=,0.794,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]prazosin from cloned human ADRA1B expressed in CHO cells,,"Structure-activity relationships in 1,4-benzodioxan-related compounds. 8.(1) {2-[2-(4-chlorobenzyloxy)phenoxy]ethyl}-[2-(2,6-dimethoxyphenoxy)ethyl]amine (clopenphendioxan) as a tool to highlight the involvement of alpha1D- and alpha1B-adrenoreceptor subtypes in the regulation of human PC-3 prostate cancer cell apoptosis and proliferation.",J. Med. Chem.,2005,48,24,"Quaglia W, Santoni G, Pigini M, Piergentili A, Gentili F, Buccioni M, Mosca M, Lucciarini R, Amantini C, Nabissi MI, Ballarini P, Poggesi E, Leonardi A, Giannella M",,326681,DTCT0023207,1870362,DTCC00409511,1852038,20070
CHEMBL383938,P35368,,KGWXTAUOHMLWSB-LMOVPXPDSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17125266,KI,=,19.05,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]prazosin from cloned human adrenergic alpha 1B receptor expressed in CHO cells,,"WB4101-related compounds: new, subtype-selective alpha1-adrenoreceptor antagonists (or inverse agonists?).",J. Med. Chem.,2006,49,24,"Pallavicini M, Budriesi R, Fumagalli L, Ioan P, Chiarini A, Bolchi C, Ugenti MP, Colleoni S, Gobbi M, Valoti E",,412941,DTCT0023207,1993372,DTCC00435532,1872928,21490
CHEMBL385371,P35368,,BXAUNYRCMJYSAD-BOXHHOBZSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17125266,KI,=,371.54,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]prazosin from cloned human adrenergic alpha 1B receptor expressed in CHO cells,,"WB4101-related compounds: new, subtype-selective alpha1-adrenoreceptor antagonists (or inverse agonists?).",J. Med. Chem.,2006,49,24,"Pallavicini M, Budriesi R, Fumagalli L, Ioan P, Chiarini A, Bolchi C, Ugenti MP, Colleoni S, Gobbi M, Valoti E",,412941,DTCT0023207,1993364,DTCC00435613,1744167,21490
CHEMBL386005,P35368,,DYXJVPXSKMEWAK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17027264,KI,=,10.72,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE2254 from human cloned adrenergic alpha 1B receptor expressed in HEK293 cells,,"New pyrimido[5,4-b]indoles and [1]benzothieno[3,2-d]pyrimidines: high affinity ligands for the alpha(1)-adrenoceptor subtypes.",Bioorg. Med. Chem. Lett.,2006,16,24,"Romeo G, Materia L, Marucci G, Modica M, Pittalà V, Salerno L, Siracusa MA, Buccioni M, Angeli P, Minneman KP",,425083,DTCT0023207,2017519,DTCC00110944,778592,21852
CHEMBL387832,P35368,,GAFGMUJBSNDSHX-BGYRXZFFSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,76,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104164,DTCC00454848,175170,22924
CHEMBL387833,P35368,,QLLKZBYEHJGRHK-OYRHEFFESA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,300,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104160,DTCC00111483,2079491,22924
CHEMBL387833,P35368,,QLLKZBYEHJGRHK-OYRHEFFESA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17904840,KI,=,278,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,Aminocyclohexylsulfonamides: discovery of metabolically stable alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,22,"Chiu G, Li S, Cai H, Connolly PJ, Peng S, Stauber K, Pulito V, Liu J, Middleton SA",,450223,DTCT0023207,2195234,DTCC00111483,2084408,23970
CHEMBL388361,P35368,,ACYCBNFGNBHQEP-YHBQERECSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,148,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104185,DTCC00454822,1405743,22924
CHEMBL388361,P35368,,ACYCBNFGNBHQEP-YHBQERECSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17904840,KI,=,148,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,Aminocyclohexylsulfonamides: discovery of metabolically stable alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,22,"Chiu G, Li S, Cai H, Connolly PJ, Peng S, Stauber K, Pulito V, Liu J, Middleton SA",,450223,DTCT0023207,2195240,DTCC00454822,1410650,23970
CHEMBL388884,P35368,,CKDALLRCYSNSRF-JKSUJKDBSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17276073,KI,=,0.309,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]prazosin from human adrenergic alpha-1b receptor expressed in CHO cells,,Synthesis and alpha(1)-adrenoceptor antagonist activity of derivatives and isosters of the furan portion of (+)-cyclazosin.,Bioorg. Med. Chem.,2007,15,6,"Sagratini G, Angeli P, Buccioni M, Gulini U, Marucci G, Melchiorre C, Leonardi A, Poggesi E, Giardinà D",,442028,DTCT0023207,2146166,DTCC00460420,1744406,23212
CHEMBL388897,P35368,,CQABPCACTMBCQC-SZPZYZBQSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,82,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104180,DTCC00454829,1308140,22924
CHEMBL389104,P35368,,ZIIYCNPQTIYWFF-OYRHEFFESA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,275,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104176,DTCC00454833,1631456,22924
CHEMBL389978,P35368,,YJXHORZMAAZIFY-ZWKOTPCHSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17276073,KI,=,3.16,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]prazosin from human adrenergic alpha-1b receptor expressed in CHO cells,,Synthesis and alpha(1)-adrenoceptor antagonist activity of derivatives and isosters of the furan portion of (+)-cyclazosin.,Bioorg. Med. Chem.,2007,15,6,"Sagratini G, Angeli P, Buccioni M, Gulini U, Marucci G, Melchiorre C, Leonardi A, Poggesi E, Giardinà D",,442028,DTCT0023207,2146161,DTCC00460425,714367,23212
CHEMBL390129,P35368,,ACYCBNFGNBHQEP-ZRZAMGCNSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,144,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104119,DTCC00454820,1755667,22924
CHEMBL390129,P35368,,ACYCBNFGNBHQEP-ZRZAMGCNSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17904840,KI,=,151,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,Aminocyclohexylsulfonamides: discovery of metabolically stable alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,22,"Chiu G, Li S, Cai H, Connolly PJ, Peng S, Stauber K, Pulito V, Liu J, Middleton SA",,450223,DTCT0023207,2195241,DTCC00454820,1760380,23970
CHEMBL390184,P35368,,NHRXMVNDSUMAIN-OYRHEFFESA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,470,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104184,DTCC00454825,790253,22924
CHEMBL390192,P35368,,WDZOSSNSOBKEMP-MEMLXQNLSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,703,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104169,DTCC00454841,952037,22924
CHEMBL390473,P35368,,AEJCTJSNUNXYQL-YHBQERECSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17517507,KI,=,1487,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,(Phenylpiperidinyl)cyclohexylsulfonamides: development of alpha1a/1d-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,14,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,438893,DTCT0023207,2104155,DTCC00454853,1755668,22924
CHEMBL391016,P35368,,XOZBPBSXMJMBOL-MEMLXQNLSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,192,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166071,DTCC00464389,2084295,23441
CHEMBL391017,P35368,,KCWSSYYCEGZXTI-MEMLXQNLSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,268,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166069,DTCC00464391,1700441,23441
CHEMBL391035,P35368,,KAHFZGUOPFFVHW-OYRHEFFESA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,177,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166086,DTCC00464369,1507215,23441
CHEMBL391107,P35368,,BXGCCZDRUAOMRC-SZPZYZBQSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,111,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166123,DTCC00464295,1312914,23441
CHEMBL391530,P35368,,YJXYZPLPRPNAPZ-SZPZYZBQSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,109,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166104,DTCC00464324,666166,23441
CHEMBL391530,P35368,,YJXYZPLPRPNAPZ-SZPZYZBQSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,112,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166080,DTCC00464324,666167,23441
CHEMBL391530,P35368,,YJXYZPLPRPNAPZ-SZPZYZBQSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17904840,KI,=,106,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1b receptor,,Aminocyclohexylsulfonamides: discovery of metabolically stable alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of benign prostatic hyperplasia/lower urinary tract symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,22,"Chiu G, Li S, Cai H, Connolly PJ, Peng S, Stauber K, Pulito V, Liu J, Middleton SA",,450223,DTCT0023207,2195228,DTCC00464324,666279,23970
CHEMBL392066,P35368,,SHLHJQDYUNFBDK-HZCBDIJESA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,17452102,KI,=,714,NM,,,,,,,,,,,,,,Binding affinity to human cloned adrenergic alpha-1B receptor,,(Arylpiperazinyl)cyclohexylsufonamides: discovery of alpha(1a/1d)-selective adrenergic receptor antagonists for the treatment of Benign Prostatic Hyperplasia/Lower Urinary Tract Symptoms (BPH/LUTS).,Bioorg. Med. Chem. Lett.,2007,17,12,"Chiu G, Li S, Connolly PJ, Pulito V, Liu J, Middleton SA",,444277,DTCT0023207,2166097,DTCC00464336,1182358,23441
